TIME_UNITS,Gateway Distance Grd:Goddard,Gateway Distance Grd:Guam,Gateway Distance Grd:WhiteSands,Gateway Distance TDRS13,Gateway Distance TDRS3,Gateway Distance TDRS5,Gateway Distance TDRS7
66660,411242.4812,420910.5601,411575.057,404847.2851,382016.0247,417960.8414,457958.6508
66690,411246.1607,420905.0278,411573.3142,404933.1828,382069.4125,417874.9578,457983.0902
66720,411249.8607,420899.4764,411571.5913,405019.1295,382122.9672,417789.0613,458007.3638
66750,411253.5815,420893.9061,411569.8885,405105.1247,382176.6885,417703.1522,458031.4715
66780,411257.3229,420888.3168,411568.2057,405191.1682,382230.576,417617.2309,458055.4132
66810,411261.085,420882.7086,411566.5429,405277.2595,382284.6294,417531.2979,458079.1888
66840,411264.8678,420877.0815,411564.9002,405363.3981,382338.8485,417445.3534,458102.7983
66870,411268.6712,420871.4356,411563.2776,405449.5837,382393.233,417359.398,458126.2415
66900,411272.4952,420865.7709,411561.6751,405535.8159,382447.7826,417273.4319,458149.5185
66930,411276.3399,420860.0874,411560.0927,405622.0943,382502.4969,417187.4557,458172.6291
66960,411280.2053,420854.3853,411558.5305,405708.4185,382557.3757,417101.4696,458195.5733
66990,411284.0912,420848.6644,411556.9884,405794.7881,382612.4187,417015.4742,458218.351
67020,411287.9979,420842.9249,411555.4666,405881.2026,382667.6256,416929.4697,458240.9621
67050,411291.9251,420837.1667,411553.965,405967.6617,382722.9961,416843.4567,458263.4066
67080,411295.873,420831.39,411552.4836,406054.165,382778.5298,416757.4354,458285.6844
67110,411299.8415,420825.5948,411551.0225,406140.712,382834.2266,416671.4063,458307.7954
67140,411303.8307,420819.7811,411549.5817,406227.3025,382890.086,416585.3698,458329.7396
67170,411307.8405,420813.9489,411548.1611,406313.9358,382946.1077,416499.3263,458351.5169
67200,411311.8709,420808.0983,411546.7609,406400.6118,383002.2916,416413.2762,458373.1272
67230,411315.9219,420802.2293,411545.3811,406487.3299,383058.6372,416327.2199,458394.5705
67260,411319.9935,420796.342,411544.0216,406574.0898,383115.1443,416241.1577,458415.8467
67290,411324.0857,420790.4364,411542.6825,406660.8911,383171.8125,416155.0902,458436.9557
67320,411328.1985,420784.5125,411541.3638,406747.7333,383228.6416,416069.0176,458457.8975
67350,411332.3319,420778.5704,411540.0656,406834.616,383285.6312,415982.9405,458478.672
67380,411336.4859,420772.6102,411538.7878,406921.539,383342.781,415896.8591,458499.2792
67410,411340.6605,420766.6317,411537.5305,407008.5017,383400.0908,415810.7739,458519.7189
67440,411344.8557,420760.6352,411536.2936,407095.5037,383457.5602,415724.6853,458539.9912
67470,411349.0714,420754.6206,411535.0773,407182.5447,383515.1889,415638.5937,458560.096
67500,411353.3077,420748.588,411533.8815,407269.6243,383572.9765,415552.4995,458580.0331
67530,411357.5646,420742.5374,411532.7063,407356.742,383630.9229,415466.4032,458599.8027
67560,411361.8421,420736.4688,411531.5516,407443.8974,383689.0276,415380.305,458619.4044
67590,411366.1401,420730.3823,411530.4176,407531.0903,383747.2904,415294.2054,458638.8385
67620,411370.4587,420724.278,411529.3041,407618.32,383805.7109,415208.1049,458658.1047
67650,411374.7978,420718.1558,411528.2113,407705.5864,383864.2888,415122.0037,458677.203
67680,411379.1574,420712.0159,411527.1391,407792.8888,383923.0238,415035.9024,458696.1334
67710,411383.5376,420705.8581,411526.0877,407880.2271,383981.9157,414949.8014,458714.8957
67740,411387.9383,420699.6827,411525.0568,407967.6007,384040.964,414863.7009,458733.4901
67770,411392.3596,420693.4896,411524.0468,408055.0092,384100.1684,414777.6015,458751.9163
67800,411396.8013,420687.2789,411523.0574,408142.4523,384159.5287,414691.5035,458770.1743
67830,411401.2636,420681.0506,411522.0888,408229.9295,384219.0445,414605.4074,458788.2642
67860,411405.7464,420674.8047,411521.141,408317.4405,384278.7155,414519.3135,458806.1857
67890,411410.2497,420668.5414,411520.2139,408404.9848,384338.5413,414433.2223,458823.939
67920,411414.7734,420662.2605,411519.3077,408492.5621,384398.5218,414347.1342,458841.5238
67950,411419.3177,420655.9623,411518.4222,408580.172,384458.6564,414261.0495,458858.9403
67980,411423.8824,420649.6466,411517.5576,408667.814,384518.945,414174.9687,458876.1882
68010,411428.4676,420643.3136,411516.7139,408755.4877,384579.3871,414088.8922,458893.2677
68040,411433.0733,420636.9633,411515.8911,408843.1928,384639.9825,414002.8204,458910.1785
68070,411437.6995,420630.5957,411515.0892,408930.9289,384700.7308,413916.7537,458926.9208
68100,411442.3461,420624.2109,411514.3081,409018.6955,384761.6318,413830.6925,458943.4943
68130,411447.0131,420617.8089,411513.5481,409106.4923,384822.685,413744.6372,458959.8991
68160,411451.7006,420611.3898,411512.8089,409194.3188,384883.8901,413658.5882,458976.1352
68190,411456.4085,420604.9536,411512.0908,409282.1747,384945.2469,413572.546,458992.2024
68220,411461.1369,420598.5003,411511.3936,409370.0595,385006.755,413486.5109,459008.1008
68250,411465.8856,420592.03,411510.7174,409457.9729,385068.4141,413400.4834,459023.8303
68280,411470.6548,420585.5427,411510.0623,409545.9145,385130.2238,413314.4638,459039.3908
68310,411475.4444,420579.0385,411509.4282,409633.8839,385192.1838,413228.4526,459054.7823
68340,411480.2544,420572.5174,411508.8152,409721.8806,385254.2937,413142.4502,459070.0047
68370,411485.0848,420565.9794,411508.2232,409809.9043,385316.5534,413056.4569,459085.0581
68400,411489.9355,420559.4246,411507.6523,409897.9545,385378.9623,412970.4733,459099.9423
68430,411494.8066,420552.853,411507.1026,409986.0309,385441.5202,412884.4997,459114.6573
68460,411499.6981,420546.2647,411506.574,410074.1331,385504.2267,412798.5364,459129.2032
68490,411504.61,420539.6598,411506.0665,410162.2607,385567.0816,412712.5841,459143.5797
68520,411509.5421,420533.0382,411505.5802,410250.4133,385630.0844,412626.6429,459157.787
68550,411514.4947,420526.3999,411505.115,410338.5904,385693.2349,412540.7134,459171.8249
68580,411519.4675,420519.7452,411504.6711,410426.7918,385756.5326,412454.796,459185.6934
68610,411524.4607,420513.0739,411504.2484,410515.0169,385819.9774,412368.891,459199.3925
68640,411529.4742,420506.3861,411503.8469,410603.2654,385883.5687,412282.999,459212.9222
68670,411534.508,420499.6819,411503.4666,410691.537,385947.3063,412197.1202,459226.2824
68700,411539.5621,420492.9613,411503.1076,410779.8311,386011.1899,412111.2552,459239.473
68730,411544.6365,420486.2243,411502.7699,410868.1474,386075.2191,412025.4042,459252.494
68760,411549.7312,420479.471,411502.4535,410956.4855,386139.3936,411939.5678,459265.3454
68790,411554.8461,420472.7015,411502.1584,411044.8451,386203.7129,411853.7464,459278.0272
68820,411559.9814,420465.9158,411501.8846,411133.2256,386268.1769,411767.9403,459290.5393
68850,411565.1368,420459.1138,411501.6322,411221.6268,386332.7851,411682.15,459302.8817
68880,411570.3125,420452.2958,411501.4011,411310.0482,386397.5372,411596.3759,459315.0544
68910,411575.5084,420445.4616,411501.1914,411398.4895,386462.4328,411510.6184,459327.0572
68940,411580.7246,420438.6114,411501.0031,411486.9501,386527.4717,411424.8778,459338.8902
68970,411585.961,420431.7452,411500.8361,411575.4299,386592.6534,411339.1548,459350.5534
69000,411591.2175,420424.863,411500.6906,411663.9282,386657.9777,411253.4495,459362.0467
69030,411596.4943,420417.9649,411500.5666,411752.4448,386723.4441,411167.7626,459373.3701
69060,411601.7913,420411.0509,411500.464,411840.9793,386789.0524,411082.0943,459384.5235
69090,411607.1084,420404.1211,411500.3828,411929.5312,386854.8021,410996.4451,459395.507
69120,411612.4457,420397.1755,411500.3231,412018.1002,386920.6929,410910.8154,459406.3205
69150,411617.8031,420390.2142,411500.285,412106.6859,386986.7246,410825.2056,459416.9639
69180,411623.1807,420383.2371,411500.2683,412195.2878,387052.8967,410739.6161,459427.4372
69210,411628.5785,420376.2444,411500.2732,412283.9056,387119.2088,410654.0474,459437.7405
69240,411633.9963,420369.236,411500.2995,412372.5389,387185.6607,410568.4999,459447.8737
69270,411639.4343,420362.2121,411500.3475,412461.1874,387252.252,410482.9739,459457.8367
69300,411644.8923,420355.1727,411500.417,412549.8505,387318.9823,410397.4699,459467.6295
69330,411650.3705,420348.1178,411500.5081,412638.5279,387385.8513,410311.9884,459477.2521
69360,411655.8687,420341.0474,411500.6208,412727.2193,387452.8586,410226.5296,459486.7045
69390,411661.387,420333.9616,411500.7551,412815.9241,387520.0039,410141.0942,459495.9867
69420,411666.9254,420326.8605,411500.911,412904.6421,387587.2868,410055.6823,459505.0986
69450,411672.4838,420319.7441,411501.0885,412993.3729,387654.707,409970.2946,459514.0402
69480,411678.0622,420312.6124,411501.2877,413082.116,387722.2641,409884.9313,459522.8114
69510,411683.6607,420305.4654,411501.5086,413170.8711,387789.9577,409799.593,459531.4123
69540,411689.2792,420298.3033,411501.7511,413259.6377,387857.7876,409714.28,459539.8429
69570,411694.9177,420291.1261,411502.0154,413348.4155,387925.7533,409628.9927,459548.1031
69600,411700.5762,420283.9338,411502.3013,413437.2041,387993.8545,409543.7316,459556.1928
69630,411706.2546,420276.7264,411502.6089,413526.0031,388062.0908,409458.4971,459564.1122
69660,411711.953,420269.5041,411502.9383,413614.812,388130.4619,409373.2896,459571.8611
69690,411717.6714,420262.2668,411503.2894,413703.6306,388198.9674,409288.1095,459579.4395
69720,411723.4097,420255.0145,411503.6623,413792.4584,388267.6069,409202.9572,459586.8474
69750,411729.168,420247.7474,411504.057,413881.2951,388336.3802,409117.8332,459594.0849
69780,411734.9461,420240.4655,411504.4734,413970.1401,388405.2868,409032.7379,459601.1518
69810,411740.7442,420233.1688,411504.9116,414058.9933,388474.3263,408947.6716,459608.0482
69840,411746.5621,420225.8574,411505.3716,414147.8541,388543.4985,408862.6349,459614.774
69870,411752.4,420218.5313,411505.8535,414236.7221,388612.8029,408777.6281,459621.3293
69900,411758.2577,420211.1906,411506.3571,414325.5971,388682.2392,408692.6516,459627.7139
69930,411764.1353,420203.8352,411506.8826,414414.4785,388751.8071,408607.7059,459633.928
69960,411770.0327,420196.4653,411507.43,414503.366,388821.5061,408522.7914,459639.9715
69990,411775.9499,420189.0809,411507.9992,414592.2593,388891.3359,408437.9085,459645.8443
70020,411781.887,420181.6821,411508.5903,414681.1579,388961.2961,408353.0577,459651.5465
70050,411787.8438,420174.2688,411509.2033,414770.0614,389031.3864,408268.2392,459657.0781
70080,411793.8205,420166.8412,411509.8382,414858.9695,389101.6064,408183.4536,459662.4389
70110,411799.8169,420159.3992,411510.4951,414947.8817,389171.9557,408098.7013,459667.6291
70140,411805.8331,420151.943,411511.1738,415036.7977,389242.4341,408013.9828,459672.6487
70170,411811.869,420144.4725,411511.8745,415125.7171,389313.041,407929.2983,459677.4975
70200,411817.9247,420136.9879,411512.5971,415214.6395,389383.7761,407844.6484,459682.1756
70230,411824.0001,420129.4891,411513.3417,415303.5645,389454.6392,407760.0334,459686.683
70260,411830.0952,420121.9762,411514.1082,415392.4918,389525.6297,407675.4538,459691.0197
70290,411836.21,420114.4493,411514.8967,415481.4209,389596.7474,407590.9101,459695.1856
70320,411842.3445,420106.9084,411515.7072,415570.3514,389667.9918,407506.4025,459699.1808
70350,411848.4987,420099.3535,411516.5397,415659.283,389739.3626,407421.9316,459703.0053
70380,411854.6725,420091.7847,411517.3943,415748.2153,389810.8594,407337.4978,459706.659
70410,411860.866,420084.202,411518.2708,415837.1479,389882.4819,407253.1014,459710.142
70440,411867.079,420076.6055,411519.1694,415926.0804,389954.2297,407168.743,459713.4542
70470,411873.3117,420068.9953,411520.09,416015.0124,390026.1024,407084.4229,459716.5956
70500,411879.564,420061.3713,411521.0327,416103.9436,390098.0996,407000.1415,459719.5662
70530,411885.8359,420053.7337,411521.9974,416192.8736,390170.221,406915.8993,459722.3661
70560,411892.1273,420046.0824,411522.9842,416281.8019,390242.4662,406831.6967,459724.9952
70590,411898.4383,420038.4175,411523.9931,416370.7282,390314.8348,406747.5342,459727.4535
70620,411904.7688,420030.7391,411525.0241,416459.6521,390387.3265,406663.412,459729.7411
70650,411911.1189,420023.0472,411526.0772,416548.5733,390459.9408,406579.3307,459731.8578
70680,411917.4885,420015.3419,411527.1524,416637.4913,390532.6774,406495.2907,459733.8038
70710,411923.8775,420007.6232,411528.2497,416726.4057,390605.536,406411.2924,459735.579
70740,411930.286,419999.8911,411529.3691,416815.3162,390678.5161,406327.3362,459737.1834
70770,411936.714,419992.1457,411530.5107,416904.2224,390751.6173,406243.4225,459738.617
70800,411943.1615,419984.3871,411531.6744,416993.124,390824.8394,406159.5519,459739.8799
70830,411949.6283,419976.6152,411532.8603,417082.0204,390898.1818,406075.7246,459740.972
70860,411956.1146,419968.8302,411534.0684,417170.9114,390971.6443,405991.9411,459741.8933
70890,411962.6203,419961.0321,411535.2986,417259.7966,391045.2265,405908.2018,459742.6438
70920,411969.1454,419953.2209,411536.551,417348.6756,391118.928,405824.5072,459743.2235
70950,411975.6898,419945.3967,411537.8256,417437.5479,391192.7483,405740.8577,459743.6325
70980,411982.2536,419937.5595,411539.1224,417526.4133,391266.6872,405657.2536,459743.8708
71010,411988.8368,419929.7094,411540.4414,417615.2714,391340.7443,405573.6955,459743.9383
71040,411995.4392,419921.8464,411541.7826,417704.1217,391414.9191,405490.1837,459743.835
71070,412002.061,419913.9706,411543.1461,417792.9638,391489.2112,405406.7187,459743.561
71100,412008.702,419906.082,411544.5318,417881.7975,391563.6204,405323.3009,459743.1163
71130,412015.3624,419898.1806,411545.9397,417970.6224,391638.1462,405239.9307,459742.5008
71160,412022.0419,419890.2666,411547.3699,418059.4379,391712.7883,405156.6085,459741.7146
71190,412028.7408,419882.3399,411548.8223,418148.2439,391787.5462,405073.3348,459740.7578
71220,412035.4588,419874.4007,411550.297,418237.0398,391862.4196,404990.1099,459739.6302
71250,412042.196,419866.4489,411551.794,418325.8253,391937.4081,404906.9344,459738.3319
71280,412048.9525,419858.4846,411553.3132,418414.6001,392012.5113,404823.8086,459736.863
71310,412055.7281,419850.5078,411554.8547,418503.3637,392087.7289,404740.7329,459735.2234
71340,412062.5228,419842.5187,411556.4186,418592.1158,392163.0604,404657.7077,459733.4131
71370,412069.3367,419834.5172,411558.0047,418680.856,392238.5054,404574.7336,459731.4322
71400,412076.1698,419826.5034,411559.6131,418769.584,392314.0636,404491.8109,459729.2807
71430,412083.0219,419818.4773,411561.2439,418858.2992,392389.7347,404408.94,459726.9586
71460,412089.8931,419810.4391,411562.8969,418947.0015,392465.5181,404326.1214,459724.4658
71490,412096.7834,419802.3887,411564.5723,419035.6904,392541.4136,404243.3554,459721.8025
71520,412103.6927,419794.3261,411566.2701,419124.3654,392617.4206,404160.6426,459718.9686
71550,412110.6211,419786.2515,411567.9901,419213.0264,392693.539,404077.9833,459715.9642
71580,412117.5684,419778.1649,411569.7326,419301.6728,392769.7682,403995.3779,459712.7892
71610,412124.5348,419770.0664,411571.4973,419390.3043,392846.1079,403912.8269,459709.4437
71640,412131.5202,419761.9559,411573.2845,419478.9205,392922.5576,403830.3307,459705.9276
71670,412138.5245,419753.8335,411575.094,419567.5211,392999.1171,403747.8897,459702.2411
71700,412145.5477,419745.6994,411576.9258,419656.1056,393075.7859,403665.5044,459698.3842
71730,412152.5899,419737.5534,411578.7801,419744.6738,393152.5636,403583.1751,459694.3568
71760,412159.651,419729.3958,411580.6567,419833.2251,393229.4499,403500.9023,459690.1589
71790,412166.731,419721.2264,411582.5557,419921.7594,393306.4443,403418.6864,459685.7907
71820,412173.8298,419713.0455,411584.4771,420010.2761,393383.5464,403336.5278,459681.252
71850,412180.9475,419704.853,411586.421,420098.7749,393460.7559,403254.427,459676.543
71880,412188.0841,419696.6489,411588.3872,420187.2555,393538.0725,403172.3844,459671.6637
71910,412195.2394,419688.4334,411590.3758,420275.7174,393615.4955,403090.4004,459666.614
71940,412202.4136,419680.2064,411592.3868,420364.1604,393693.0248,403008.4754,459661.3941
71970,412209.6065,419671.9681,411594.4203,420452.5839,393770.6599,402926.6098,459656.0038
72000,412216.8182,419663.7185,411596.4762,420540.9877,393848.4004,402844.8041,459650.4433
72030,412224.0486,419655.4575,411598.5545,420629.3714,393926.246,402763.0587,459644.7126
72060,412231.2977,419647.1854,411600.6553,420717.7346,394004.1961,402681.374,459638.8117
72090,412238.5656,419638.902,411602.7784,420806.077,394082.2505,402599.7504,459632.7406
72120,412245.8521,419630.6075,411604.9241,420894.3981,394160.4088,402518.1884,459626.4994
72150,412253.1573,419622.302,411607.0922,420982.6977,394238.6705,402436.6884,459620.088
72180,412260.4811,419613.9854,411609.2827,421070.9753,394317.0352,402355.2507,459613.5066
72210,412267.8235,419605.6578,411611.4957,421159.2305,394395.5027,402273.8759,459606.7551
72240,412275.1846,419597.3193,411613.7311,421247.4631,394474.0724,402192.5644,459599.8335
72270,412282.5642,419588.97,411615.989,421335.6725,394552.7439,402111.3165,459592.742
72300,412289.9624,419580.6098,411618.2694,421423.8586,394631.517,402030.1327,459585.4805
72330,412297.3792,419572.2388,411620.5723,421512.0208,394710.3912,401949.0134,459578.049
72360,412304.8144,419563.857,411622.8976,421600.1589,394789.366,401867.959,459570.4476
72390,412312.2682,419555.4646,411625.2454,421688.2725,394868.4412,401786.97,459562.6764
72420,412319.7404,419547.0616,411627.6157,421776.3611,394947.6162,401706.0468,459554.7352
72450,412327.2311,419538.648,411630.0085,421864.4245,395026.8908,401625.1898,459546.6243
72480,412334.7403,419530.2238,411632.4237,421952.4622,395106.2645,401544.3994,459538.3436
72510,412342.2678,419521.7892,411634.8615,422040.474,395185.7369,401463.676,459529.8931
72540,412349.8138,419513.3441,411637.3217,422128.4594,395265.3076,401383.0202,459521.2729
72570,412357.3782,419504.8887,411639.8045,422216.418,395344.9762,401302.4322,459512.4831
72600,412364.9609,419496.4229,411642.3097,422304.3496,395424.7424,401221.9125,459503.5236
72630,412372.5619,419487.9469,411644.8374,422392.2537,395504.6056,401141.4615,459494.3944
72660,412380.1813,419479.4606,411647.3877,422480.13,395584.5657,401061.0797,459485.0958
72690,412387.819,419470.9641,411649.9605,422567.9781,395664.622,400980.7675,459475.6275
72720,412395.4749,419462.4575,411652.5557,422655.7977,395744.7743,400900.5252,459465.9898
72750,412403.1491,419453.9408,411655.1735,422743.5883,395825.0221,400820.3534,459456.1826
72780,412410.8415,419445.4141,411657.8138,422831.3497,395905.3651,400740.2524,459446.206
72810,412418.5522,419436.8774,411660.4766,422919.0815,395985.8028,400660.2227,459436.06
72840,412426.281,419428.3308,411663.1619,423006.7833,396066.3348,400580.2646,459425.7447
72870,412434.028,419419.7744,411665.8698,423094.4547,396146.9608,400500.3786,459415.2601
72900,412441.7931,419411.208,411668.6001,423182.0954,396227.6803,400420.5652,459404.6062
72930,412449.5764,419402.632,411671.353,423269.705,396308.493,400340.8247,459393.7831
72960,412457.3778,419394.0462,411674.1284,423357.2832,396389.3984,400261.1576,459382.7909
72990,412465.1972,419385.4507,411676.9264,423444.8296,396470.3961,400181.5642,459371.6295
73020,412473.0348,419376.8456,411679.7468,423532.3438,396551.4858,400102.045,459360.299
73050,412480.8903,419368.2309,411682.5898,423619.8255,396632.667,400022.6005,459348.7995
73080,412488.7639,419359.6067,411685.4554,423707.2744,396713.9394,399943.231,459337.1309
73110,412496.6555,419350.973,411688.3434,423794.69,396795.3025,399863.937,459325.2935
73140,412504.565,419342.33,411691.254,423882.0721,396876.7559,399784.7188,459313.2871
73170,412512.4925,419333.6775,411694.1871,423969.4202,396958.2993,399705.5769,459301.1118
73200,412520.4379,419325.0158,411697.1427,424056.7339,397039.9322,399626.5118,459288.7678
73230,412528.4012,419316.3447,411700.1209,424144.0131,397121.6542,399547.5238,459276.255
73260,412536.3824,419307.6645,411703.1216,424231.2572,397203.465,399468.6133,459263.5734
73290,412544.3815,419298.9751,411706.1449,424318.4659,397285.3641,399389.7809,459250.7232
73320,412552.3984,419290.2766,411709.1907,424405.6389,397367.3511,399311.0268,459237.7044
73350,412560.4331,419281.569,411712.259,424492.7759,397449.4256,399232.3515,459224.517
73380,412568.4855,419272.8525,411715.3498,424579.8763,397531.5872,399153.7555,459211.1611
73410,412576.5558,419264.1269,411718.4632,424666.94,397613.8356,399075.2391,459197.6367
73440,412584.6438,419255.3925,411721.5991,424753.9666,397696.1703,398996.8028,459183.9439
73470,412592.7495,419246.6492,411724.7575,424840.9556,397778.5908,398918.447,459170.0827
73500,412600.873,419237.8971,411727.9385,424927.9068,397861.0969,398840.1721,459156.0532
73530,412609.0141,419229.1363,411731.142,425014.8198,397943.6881,398761.9785,459141.8555
73560,412617.1728,419220.3668,411734.368,425101.6942,398026.364,398683.8666,459127.4896
73590,412625.3492,419211.5886,411737.6166,425188.5297,398109.1241,398605.8369,459112.9555
73620,412633.5432,419202.8018,411740.8877,425275.3259,398191.9682,398527.8898,459098.2533
73650,412641.7547,419194.0065,411744.1813,425362.0825,398274.8957,398450.0257,459083.383
73680,412649.9838,419185.2027,411747.4975,425448.7992,398357.9064,398372.245,459068.3448
73710,412658.2305,419176.3905,411750.8361,425535.4755,398440.9996,398294.5481,459053.1387
73740,412666.4946,419167.5698,411754.1973,425622.1112,398524.1752,398216.9354,459037.7647
73770,412674.7763,419158.7409,411757.5811,425708.7058,398607.4326,398139.4074,459022.2228
73800,412683.0754,419149.9036,411760.9873,425795.259,398690.7715,398061.9645,459006.5133
73830,412691.3919,419141.0582,411764.4161,425881.7706,398774.1914,397984.6071,458990.636
73860,412699.7258,419132.2045,411767.8673,425968.24,398857.692,397907.3356,458974.5911
73890,412708.0772,419123.3428,411771.3411,426054.6671,398941.2728,397830.1504,458958.3786
73920,412716.4459,419114.4729,411774.8375,426141.0513,399024.9334,397753.0519,458941.9986
73950,412724.8319,419105.5951,411778.3563,426227.3925,399108.6735,397676.0406,458925.4511
73980,412733.2352,419096.7092,411781.8976,426313.6902,399192.4926,397599.1169,458908.7363
74010,412741.6559,419087.8155,411785.4614,426399.9441,399276.3903,397522.2812,458891.8541
74040,412750.0938,419078.9139,411789.0478,426486.1538,399360.3662,397445.5338,458874.8047
74070,412758.5489,419070.0044,411792.6566,426572.319,399444.4199,397368.8753,458857.588
74100,412767.0212,419061.0873,411796.288,426658.4394,399528.551,397292.306,458840.2042
74130,412775.5108,419052.1624,411799.9418,426744.5145,399612.7591,397215.8263,458822.6534
74160,412784.0175,419043.2298,411803.6182,426830.5442,399697.0438,397139.4367,458804.9355
74190,412792.5413,419034.2897,411807.317,426916.5279,399781.4046,397063.1376,458787.0507
74220,412801.0823,419025.342,411811.0383,427002.4654,399865.8412,396986.9293,458768.999
74250,412809.6403,419016.3868,411814.7821,427088.3564,399950.3532,396910.8123,458750.7805
74280,412818.2154,419007.4242,411818.5484,427174.2004,400034.9401,396834.7871,458732.3952
74310,412826.8076,418998.4541,411822.3371,427259.9971,400119.6015,396758.8539,458713.8433
74340,412835.4167,418989.4768,411826.1484,427345.7463,400204.3371,396683.0133,458695.1248
74370,412844.0429,418980.4921,411829.9821,427431.4475,400289.1465,396607.2657,458676.2397
74400,412852.686,418971.5003,411833.8383,427517.1004,400374.0291,396531.6114,458657.1882
74430,412861.346,418962.5012,411837.7169,427602.7046,400458.9846,396456.0509,458637.9702
74460,412870.0229,418953.495,411841.618,427688.2599,400544.0127,396380.5845,458618.586
74490,412878.7168,418944.4818,411845.5416,427773.7659,400629.1128,396305.2127,458599.0355
74520,412887.4275,418935.4615,411849.4876,427859.2222,400714.2847,396229.936,458579.3188
74550,412896.155,418926.4342,411853.456,427944.6286,400799.5278,396154.7547,458559.436
74580,412904.8993,418917.4001,411857.4469,428029.9846,400884.8417,396079.6691,458539.3871
74610,412913.6604,418908.359,411861.4603,428115.2899,400970.2262,396004.6799,458519.1723
74640,412922.4382,418899.3112,411865.496,428200.5442,401055.6806,395929.7872,458498.7917
74670,412931.2328,418890.2566,411869.5542,428285.7471,401141.2047,395854.9916,458478.2451
74700,412940.0441,418881.1953,411873.6349,428370.8984,401226.7981,395780.2935,458457.5329
74730,412948.872,418872.1274,411877.7379,428455.9976,401312.4603,395705.6933,458436.655
74760,412957.7166,418863.0529,411881.8634,428541.0445,401398.1909,395631.1913,458415.6115
74790,412966.5778,418853.9718,411886.0112,428626.0387,401483.9894,395556.788,458394.4025
74820,412975.4556,418844.8842,411890.1815,428710.9798,401569.8556,395482.4838,458373.0281
74850,412984.3499,418835.7902,411894.3742,428795.8675,401655.789,395408.2792,458351.4883
74880,412993.2608,418826.6898,411898.5893,428880.7016,401741.7891,395334.1744,458329.7832
74910,413002.1882,418817.5831,411902.8267,428965.4816,401827.8557,395260.17,458307.913
74940,413011.1321,418808.4701,411907.0866,429050.2072,401913.9881,395186.2663,458285.8776
74970,413020.0925,418799.3509,411911.3688,429134.878,402000.1861,395112.4637,458263.6772
75000,413029.0693,418790.2255,411915.6734,429219.4939,402086.4493,395038.7626,458241.3119
75030,413038.0624,418781.094,411920.0003,429304.0543,402172.7772,394965.1636,458218.7817
75060,413047.072,418771.9565,411924.3497,429388.5591,402259.1694,394891.6668,458196.0866
75090,413056.0979,418762.8129,411928.7213,429473.0077,402345.6255,394818.2729,458173.2269
75120,413065.1401,418753.6634,411933.1154,429557.4,402432.1451,394744.982,458150.2026
75150,413074.1986,418744.508,411937.5317,429641.7356,402518.7278,394671.7948,458127.0137
75180,413083.2734,418735.3467,411941.9704,429726.0141,402605.3731,394598.7115,458103.6604
75210,413092.3644,418726.1796,411946.4314,429810.2353,402692.0808,394525.7327,458080.1427
75240,413101.4716,418717.0068,411950.9148,429894.3987,402778.8503,394452.8586,458056.4607
75270,413110.595,418707.8284,411955.4204,429978.5041,402865.6812,394380.0897,458032.6146
75300,413119.7345,418698.6442,411959.9484,430062.5512,402952.5732,394307.4263,458008.6043
75330,413128.8902,418689.4545,411964.4987,430146.5395,403039.5258,394234.869,457984.43
75360,413138.062,418680.2593,411969.0712,430230.4688,403126.5386,394162.4181,457960.0917
75390,413147.2498,418671.0586,411973.6661,430314.3388,403213.6112,394090.0739,457935.5896
75420,413156.4537,418661.8525,411978.2832,430398.149,403300.7432,394017.837,457910.9238
75450,413165.6735,418652.641,411982.9226,430481.8993,403387.9342,393945.7077,457886.0943
75480,413174.9094,418643.4242,411987.5842,430565.5892,403475.1838,393873.6863,457861.1012
75510,413184.1612,418634.2022,411992.2682,430649.2184,403562.4915,393801.7734,457835.9447
75540,413193.4289,418624.975,411996.9743,430732.7866,403649.857,393729.9693,457810.6247
75570,413202.7126,418615.7426,412001.7027,430816.2936,403737.2798,393658.2744,457785.1414
75600,413212.0121,418606.5051,412006.4534,430899.7388,403824.7596,393586.6891,457759.495
75630,413221.3274,418597.2626,412011.2262,430983.1221,403912.2959,393515.2138,457733.6854
75660,413230.6585,418588.0151,412016.0213,431066.4431,403999.8883,393443.8489,457707.7128
75690,413240.0055,418578.7626,412020.8386,431149.7015,404087.5364,393372.5948,457681.5773
75720,413249.3681,418569.5053,412025.6781,431232.897,404175.2398,393301.4519,457655.2789
75750,413258.7465,418560.2432,412030.5398,431316.0291,404262.998,393230.4206,457628.8178
75780,413268.1406,418550.9763,412035.4237,431399.0977,404350.8108,393159.5013,457602.1941
75810,413277.5504,418541.7046,412040.3297,431482.1024,404438.6776,393088.6944,457575.4078
75840,413286.9758,418532.4284,412045.2579,431565.0428,404526.598,393018.0003,457548.459
75870,413296.4167,418523.1475,412050.2083,431647.9186,404614.5717,392947.4193,457521.348
75900,413305.8733,418513.862,412055.1808,431730.7296,404702.5982,392876.952,457494.0746
75930,413315.3454,418504.5721,412060.1754,431813.4754,404790.6771,392806.5986,457466.6391
75960,413324.833,418495.2777,412065.1922,431896.1557,404878.808,392736.3597,457439.0416
75990,413334.3361,418485.979,412070.2311,431978.7701,404966.9905,392666.2355,457411.2821
76020,413343.8547,418476.6759,412075.2921,432061.3183,405055.2243,392596.2264,457383.3608
