TIME_UNITS,Gateway Distance Grd:Goddard,Gateway Distance Grd:Guam,Gateway Distance Grd:WhiteSands,Gateway Distance TDRS13,Gateway Distance TDRS3,Gateway Distance TDRS5,Gateway Distance TDRS7
20700,415242.6632,407025.2128,415092.4885,431750.6293,450100.4147,411487.5795,373378.6409
20730,415246.8329,407036.8403,415101.8444,431681.6399,450069.2736,411579.3943,373347.3323
20760,415250.9819,407048.4874,415111.181,431612.5609,450037.9742,411671.2019,373316.2138
20790,415255.1101,407060.1541,415120.4984,431543.3925,450006.5166,411763.0021,373285.2855
20820,415259.2175,407071.8403,415129.7965,431474.1349,449974.9008,411854.7945,373254.5477
20850,415263.3041,407083.546,415139.0753,431404.7885,449943.127,411946.5786,373224.0005
20880,415267.3699,407095.2712,415148.3348,431335.3535,449911.1953,412038.354,373193.6443
20910,415271.4149,407107.0158,415157.5749,431265.8302,449879.1058,412130.1204,373163.4791
20940,415275.4391,407118.7798,415166.7957,431196.2188,449846.8586,412221.8775,373133.5053
20970,415279.4425,407130.5631,415175.9971,431126.5197,449814.4539,412313.6247,373103.7229
21000,415283.4251,407142.3658,415185.179,431056.7332,449781.8918,412405.3618,373074.1323
21030,415287.3869,407154.1877,415194.3415,430986.8594,449749.1724,412497.0883,373044.7336
21060,415291.3279,407166.0289,415203.4846,430916.8988,449716.2958,412588.8039,373015.5269
21090,415295.2481,407177.8893,415212.6082,430846.8515,449683.2621,412680.5081,372986.5127
21120,415299.1474,407189.7689,415221.7122,430776.7179,449650.0715,412772.2007,372957.6909
21150,415303.026,407201.6676,415230.7967,430706.4982,449616.7241,412863.8812,372929.0618
21180,415306.8838,407213.5854,415239.8617,430636.1928,449583.22,412955.5491,372900.6257
21210,415310.7207,407225.5223,415248.9071,430565.8018,449549.5593,413047.2043,372872.3826
21240,415314.5369,407237.4781,415257.9328,430495.3256,449515.7422,413138.8462,372844.3329
21270,415318.3322,407249.453,415266.939,430424.7645,449481.7688,413230.4745,372816.4766
21300,415322.1067,407261.4468,415275.9255,430354.1188,449447.6392,413322.0888,372788.8141
21330,415325.8604,407273.4596,415284.8923,430283.3886,449413.3535,413413.6888,372761.3454
21360,415329.5933,407285.4912,415293.8394,430212.5744,449378.9119,413505.274,372734.0708
21390,415333.3054,407297.5416,415302.7669,430141.6765,449344.3144,413596.844,372706.9905
21420,415336.9967,407309.6108,415311.6745,430070.695,449309.5613,413688.3985,372680.1046
21450,415340.6671,407321.6988,415320.5624,429999.6303,449274.6527,413779.9372,372653.4133
21480,415344.3168,407333.8055,415329.4305,429928.4826,449239.5886,413871.4595,372626.9169
21510,415347.9456,407345.9309,415338.2788,429857.2523,449204.3692,413962.9653,372600.6154
21540,415351.5536,407358.075,415347.1073,429785.9397,449168.9947,414054.454,372574.5092
21570,415355.1408,407370.2376,415355.9159,429714.545,449133.4651,414145.9252,372548.5983
21600,415358.7072,407382.4188,415364.7047,429643.0685,449097.7806,414237.3787,372522.883
21630,415362.2528,407394.6186,415373.4735,429571.5105,449061.9414,414328.8141,372497.3634
21660,415365.7776,407406.8368,415382.2225,429499.8713,449025.9476,414420.2309,372472.0397
21690,415369.2815,407419.0735,415390.9514,429428.1512,448989.7992,414511.6287,372446.9122
21720,415372.7647,407431.3286,415399.6605,429356.3505,448953.4965,414603.0073,372421.9808
21750,415376.227,407443.6021,415408.3495,429284.4694,448917.0395,414694.3662,372397.246
21780,415379.6685,407455.8939,415417.0185,429212.5084,448880.4284,414785.7051,372372.7077
21810,415383.0892,407468.204,415425.6675,429140.4675,448843.6634,414877.0235,372348.3663
21840,415386.4891,407480.5324,415434.2965,429068.3473,448806.7446,414968.3212,372324.2217
21870,415389.8683,407492.879,415442.9053,428996.1478,448769.6721,415059.5976,372300.2744
21900,415393.2266,407505.2438,415451.4941,428923.8695,448732.446,415150.8526,372276.5243
21930,415396.5641,407517.6267,415460.0628,428851.5127,448695.0665,415242.0856,372252.9717
21960,415399.8808,407530.0277,415468.6113,428779.0775,448657.5337,415333.2963,372229.6167
21990,415403.1767,407542.4468,415477.1397,428706.5644,448619.8478,415424.4843,372206.4596
22020,415406.4518,407554.8839,415485.6479,428633.9736,448582.009,415515.6493,372183.5004
22050,415409.7061,407567.339,415494.1359,428561.3054,448544.0172,415606.7909,372160.7393
22080,415412.9396,407579.8121,415502.6037,428488.5601,448505.8728,415697.9087,372138.1766
22110,415416.1523,407592.303,415511.0512,428415.7381,448467.5758,415789.0023,372115.8123
22140,415419.3442,407604.8118,415519.4785,428342.8395,448429.1263,415880.0714,372093.6466
22170,415422.5153,407617.3385,415527.8855,428269.8647,448390.5246,415971.1156,372071.6797
22200,415425.6657,407629.8829,415536.2722,428196.814,448351.7707,416062.1345,372049.9117
22230,415428.7953,407642.4451,415544.6386,428123.6877,448312.8649,416153.1278,372028.3428
22260,415431.904,407655.0249,415552.9846,428050.4861,448273.8072,416244.0951,372006.9732
22290,415434.992,407667.6225,415561.3103,427977.2096,448234.5977,416335.0359,371985.8029
22320,415438.0593,407680.2377,415569.6156,427903.8583,448195.2367,416425.95,371964.8322
22350,415441.1057,407692.8704,415577.9005,427830.4326,448155.7243,416516.837,371944.0612
22380,415444.1314,407705.5207,415586.165,427756.9328,448116.0607,416607.6965,371923.4901
22410,415447.1363,407718.1885,415594.409,427683.3592,448076.2459,416698.5281,371903.119
22440,415450.1204,407730.8738,415602.6325,427609.7121,448036.2801,416789.3315,371882.948
22470,415453.0838,407743.5765,415610.8356,427535.9918,447996.1636,416880.1063,371862.9773
22500,415456.0264,407756.2965,415619.0182,427462.1986,447955.8963,416970.8521,371843.2071
22530,415458.9482,407769.0339,415627.1802,427388.3328,447915.4785,417061.5685,371823.6374
22560,415461.8493,407781.7886,415635.3218,427314.3948,447874.9104,417152.2553,371804.2685
22590,415464.7297,407794.5606,415643.4427,427240.3847,447834.192,417242.912,371785.1005
22620,415467.5893,407807.3498,415651.5431,427166.303,447793.3235,417333.5382,371766.1335
22650,415470.4281,407820.1562,415659.6229,427092.1499,447752.3052,417424.1336,371747.3676
22680,415473.2462,407832.9797,415667.682,427017.9258,447711.137,417514.6979,371728.803
22710,415476.0436,407845.8203,415675.7206,426943.6309,447669.8193,417605.2306,371710.4399
22740,415478.8202,407858.6779,415683.7384,426869.2655,447628.3521,417695.7314,371692.2783
22770,415481.5761,407871.5526,415691.7356,426794.83,447586.7356,417786.2,371674.3184
22800,415484.3113,407884.4442,415699.7121,426720.3247,447544.9699,417876.6359,371656.5604
22830,415487.0258,407897.3528,415707.6679,426645.7498,447503.0553,417967.0388,371639.0043
22860,415489.7195,407910.2782,415715.603,426571.1057,447460.9918,418057.4084,371621.6504
22890,415492.3925,407923.2205,415723.5173,426496.3927,447418.7796,418147.7442,371604.4986
22920,415495.0448,407936.1796,415731.4109,426421.6111,447376.4189,418238.0459,371587.5492
22950,415497.6764,407949.1554,415739.2836,426346.7612,447333.9099,418328.3132,371570.8023
22980,415500.2874,407962.148,415747.1356,426271.8433,447291.2526,418418.5457,371554.258
23010,415502.8776,407975.1573,415754.9667,426196.8578,447248.4473,418508.743,371537.9165
23040,415505.4471,407988.1832,415762.777,426121.8048,447205.4941,418598.9047,371521.7778
23070,415507.9959,408001.2256,415770.5665,426046.6849,447162.3932,418689.0306,371505.8421
23100,415510.524,408014.2847,415778.3351,425971.4982,447119.1447,418779.1202,371490.1095
23130,415513.0315,408027.3602,415786.0827,425896.2451,447075.7488,418869.1732,371474.5801
23160,415515.5183,408040.4522,415793.8095,425820.9258,447032.2056,418959.1892,371459.254
23190,415517.9844,408053.5606,415801.5153,425745.5408,446988.5154,419049.1678,371444.1314
23220,415520.4299,408066.6854,415809.2002,425670.0903,446944.6783,419139.1088,371429.2124
23250,415522.8547,408079.8266,415816.8642,425594.5746,446900.6944,419229.0117,371414.4971
23280,415525.2588,408092.984,415824.5071,425518.9941,446856.5639,419318.8762,371399.9856
23310,415527.6423,408106.1577,415832.1291,425443.349,446812.287,419408.7019,371385.678
23340,415530.0052,408119.3476,415839.73,425367.6397,446767.8638,419498.4885,371371.5744
23370,415532.3474,408132.5537,415847.3099,425291.8665,446723.2946,419588.2355,371357.675
23400,415534.669,408145.7759,415854.8688,425216.0297,446678.5794,419677.9428,371343.9798
23430,415536.9699,408159.0141,415862.4066,425140.1296,446633.7185,419767.6098,371330.4889
23460,415539.2503,408172.2684,415869.9233,425064.1666,446588.7119,419857.2362,371317.2026
23490,415541.51,408185.5388,415877.4189,424988.1409,446543.56,419946.8218,371304.1207
23520,415543.7491,408198.825,415884.8934,424912.0529,446498.2628,420036.366,371291.2436
23550,415545.9676,408212.1272,415892.3467,424835.9029,446452.8205,420125.8687,371278.5712
23580,415548.1656,408225.4452,415899.779,424759.6912,446407.2333,420215.3293,371266.1037
23610,415550.3429,408238.779,415907.19,424683.4182,446361.5014,420304.7476,371253.8412
23640,415552.4996,408252.1286,415914.5799,424607.0841,446315.6249,420394.1232,371241.7837
23670,415554.6358,408265.494,415921.9486,424530.6893,446269.604,420483.4558,371229.9314
23700,415556.7514,408278.875,415929.296,424454.2341,446223.4388,420572.7449,371218.2844
23730,415558.8464,408292.2717,415936.6223,424377.7188,446177.1297,420661.9903,371206.8427
23760,415560.9209,408305.684,415943.9272,424301.1438,446130.6766,420751.1916,371195.6065
23790,415562.9749,408319.1119,415951.211,424224.5093,446084.0798,420840.3484,371184.5759
23820,415565.0082,408332.5552,415958.4734,424147.8157,446037.3395,420929.4605,371173.7508
23850,415567.0211,408346.014,415965.7146,424071.0633,445990.4559,421018.5273,371163.1315
23880,415569.0134,408359.4883,415972.9344,423994.2525,445943.429,421107.5486,371152.718
23910,415570.9852,408372.9779,415980.1329,423917.3835,445896.2592,421196.5241,371142.5104
23940,415572.9365,408386.4829,415987.3101,423840.4567,445848.9465,421285.4534,371132.5088
23970,415574.8673,408400.0032,415994.466,423763.4724,445801.4912,421374.336,371122.7133
24000,415576.7776,408413.5387,416001.6004,423686.4309,445753.8935,421463.1718,371113.1239
24030,415578.6673,408427.0894,416008.7135,423609.3326,445706.1534,421551.9603,371103.7408
24060,415580.5366,408440.6552,416015.8052,423532.1777,445658.2712,421640.7012,371094.5639
24090,415582.3855,408454.2362,416022.8755,423454.9667,445610.2471,421729.3941,371085.5935
24120,415584.2138,408467.8323,416029.9243,423377.6998,445562.0813,421818.0387,371076.8296
24150,415586.0217,408481.4433,416036.9517,423300.3774,445513.7738,421906.6347,371068.2722
24180,415587.8091,408495.0694,416043.9577,423222.9998,445465.325,421995.1816,371059.9214
24210,415589.5761,408508.7104,416050.9421,423145.5673,445416.735,422083.6792,371051.7773
24240,415591.3226,408522.3663,416057.9051,423068.0802,445368.004,422172.1271,371043.84
24270,415593.0488,408536.037,416064.8466,422990.5389,445319.1321,422260.5249,371036.1096
24300,415594.7545,408549.7225,416071.7665,422912.9438,445270.1196,422348.8724,371028.5861
24330,415596.4397,408563.4228,416078.665,422835.295,445220.9666,422437.1691,371021.2695
24360,415598.1046,408577.1377,416085.5419,422757.5931,445171.6733,422525.4147,371014.16
24390,415599.7491,408590.8674,416092.3972,422679.8382,445122.2399,422613.6089,371007.2577
24420,415601.3732,408604.6116,416099.231,422602.0307,445072.6666,422701.7513,371000.5625
24450,415602.9769,408618.3705,416106.0431,422524.1711,445022.9536,422789.8416,370994.0746
24480,415604.5602,408632.1438,416112.8337,422446.2595,444973.101,422877.8795,370987.794
24510,415606.1232,408645.9317,416119.6027,422368.2963,444923.1091,422965.8645,370981.7208
24540,415607.6658,408659.7339,416126.35,422290.2819,444872.978,423053.7964,370975.855
24570,415609.1881,408673.5506,416133.0757,422212.2166,444822.708,423141.6748,370970.1967
24600,415610.69,408687.3816,416139.7798,422134.1007,444772.2992,423229.4994,370964.7459
24630,415612.1716,408701.2269,416146.4621,422055.9346,444721.7518,423317.2699,370959.5028
24660,415613.6329,408715.0865,416153.1228,421977.7186,444671.066,423404.9858,370954.4673
24690,415615.0739,408728.9602,416159.7619,421899.453,444620.242,423492.6468,370949.6396
24720,415616.4946,408742.8482,416166.3792,421821.1381,444569.2799,423580.2527,370945.0196
24750,415617.895,408756.7502,416172.9747,421742.7744,444518.1801,423667.803,370940.6075
24780,415619.2752,408770.6663,416179.5486,421664.3621,444466.9426,423755.2975,370936.4032
24810,415620.635,408784.5964,416186.1007,421585.9015,444415.5677,423842.7358,370932.4068
24840,415621.9746,408798.5405,416192.6311,421507.3931,444364.0555,423930.1175,370928.6184
24870,415623.294,408812.4985,416199.1396,421428.8371,444312.4063,424017.4423,370925.038
24900,415624.5931,408826.4704,416205.6264,421350.234,444260.6202,424104.7099,370921.6657
24930,415625.872,408840.4562,416212.0914,421271.5839,444208.6975,424191.9199,370918.5015
24960,415627.1306,408854.4557,416218.5347,421192.8873,444156.6383,424279.0721,370915.5454
24990,415628.3691,408868.469,416224.956,421114.1445,444104.4429,424366.166,370912.7975
25020,415629.5873,408882.496,416231.3556,421035.3558,444052.1114,424453.2013,370910.2579
25050,415630.7854,408896.5366,416237.7333,420956.5216,443999.644,424540.1778,370907.9265
25080,415631.9633,408910.5908,416244.0892,420877.6423,443947.041,424627.095,370905.8034
25110,415633.121,408924.6586,416250.4232,420798.7181,443894.3025,424713.9526,370903.8886
25140,415634.2586,408938.7398,416256.7353,420719.7493,443841.4288,424800.7503,370902.1822
25170,415635.376,408952.8346,416263.0255,420640.7365,443788.4199,424887.4878,370900.6842
25200,415636.4733,408966.9427,416269.2938,420561.6798,443735.2763,424974.1646,370899.3947
25230,415637.5504,408981.0643,416275.5402,420482.5796,443681.9979,425060.7806,370898.3136
25260,415638.6075,408995.1991,416281.7647,420403.4364,443628.5851,425147.3354,370897.441
25290,415639.6444,409009.3472,416287.9673,420324.2503,443575.038,425233.8285,370896.7769
25320,415640.6613,409023.5086,416294.1479,420245.0218,443521.3569,425320.2598,370896.3214
25350,415641.658,409037.6831,416300.3066,420165.7512,443467.5419,425406.6288,370896.0744
25380,415642.6347,409051.8707,416306.4432,420086.4388,443413.5933,425492.9353,370896.0361
25410,415643.5914,409066.0714,416312.5579,420007.085,443359.5113,425579.1788,370896.2063
25440,415644.528,409080.2852,416318.6507,419927.6901,443305.296,425665.3591,370896.5852
25470,415645.4445,409094.512,416324.7214,419848.2545,443250.9477,425751.4759,370897.1728
25500,415646.3411,409108.7516,416330.7701,419768.7786,443196.4666,425837.5288,370897.9691
25530,415647.2176,409123.0042,416336.7968,419689.2626,443141.8529,425923.5174,370898.974
25560,415648.0742,409137.2696,416342.8014,419609.7069,443087.1067,426009.4416,370900.1877
25590,415648.9107,409151.5479,416348.784,419530.1119,443032.2284,426095.3008,370901.61
25620,415649.7273,409165.8388,416354.7446,419450.4779,442977.2181,426181.0948,370903.2412
25650,415650.5239,409180.1425,416360.6831,419370.8053,442922.076,426266.8233,370905.0811
25680,415651.3006,409194.4588,416366.5995,419291.0943,442866.8023,426352.486,370907.1297
25710,415652.0573,409208.7878,416372.4939,419211.3454,442811.3973,426438.0825,370909.3871
25740,415652.7941,409223.1292,416378.3661,419131.559,442755.8612,426523.6125,370911.8533
25770,415653.511,409237.4832,416384.2163,419051.7352,442700.1941,426609.0756,370914.5283
25800,415654.2079,409251.8497,416390.0443,418971.8746,442644.3963,426694.4716,370917.4121
25830,415654.885,409266.2286,416395.8503,418891.9774,442588.468,426779.8001,370920.5047
25860,415655.5423,409280.6198,416401.6341,418812.044,442532.4094,426865.0608,370923.8061
25890,415656.1796,409295.0233,416407.3957,418732.0748,442476.2208,426950.2534,370927.3163
25920,415656.7971,409309.4391,416413.1352,418652.0701,442419.9023,427035.3775,370931.0353
25950,415657.3948,409323.8672,416418.8526,418572.0302,442363.4541,427120.4328,370934.9631
25980,415657.9726,409338.3073,416424.5477,418491.9555,442306.8765,427205.4191,370939.0997
26010,415658.5307,409352.7597,416430.2207,418411.8464,442250.1697,427290.3359,370943.4451
26040,415659.0689,409367.224,416435.8715,418331.7032,442193.3339,427375.183,370947.9992
26070,415659.5874,409381.7005,416441.5002,418251.5263,442136.3693,427459.96,370952.7622
26100,415660.086,409396.1888,416447.1066,418171.3159,442079.2762,427544.6666,370957.734
26130,415660.565,409410.6892,416452.6908,418091.0726,442022.0547,427629.3026,370962.9145
26160,415661.0241,409425.2013,416458.2528,418010.7966,441964.7051,427713.8675,370968.3038
26190,415661.4636,409439.7254,416463.7926,417930.4882,441907.2276,427798.3611,370973.9018
26220,415661.8833,409454.2611,416469.3101,417850.1479,441849.6225,427882.783,370979.7086
26250,415662.2834,409468.8087,416474.8054,417769.7759,441791.8899,427967.133,370985.7241
26280,415662.6637,409483.3679,416480.2784,417689.3728,441734.03,428051.4106,370991.9483
26310,415663.0244,409497.9387,416485.7292,417608.9387,441676.0431,428135.6157,370998.3812
26340,415663.3654,409512.5211,416491.1577,417528.474,441617.9295,428219.7478,371005.0228
26370,415663.6867,409527.1151,416496.5639,417447.9792,441559.6892,428303.8066,371011.873
26400,415663.9885,409541.7205,416501.9478,417367.4545,441501.3227,428387.7919,371018.9318
26430,415664.2706,409556.3374,416507.3095,417286.9004,441442.83,428471.7033,371026.1993
26460,415664.5331,409570.9656,416512.6488,417206.3171,441384.2114,428555.5406,371033.6753
26490,415664.776,409585.6052,416517.9659,417125.7051,441325.4672,428639.3033,371041.36
26520,415664.9993,409600.2561,416523.2606,417045.0647,441266.5975,428722.9912,371049.2531
26550,415665.2031,409614.9182,416528.533,416964.3963,441207.6026,428806.6039,371057.3548
26580,415665.3874,409629.5915,416533.7831,416883.7001,441148.4827,428890.1413,371065.6649
26610,415665.5521,409644.2759,416539.0108,416802.9766,441089.238,428973.6028,371074.1835
26640,415665.6972,409658.9714,416544.2162,416722.2262,441029.8689,429056.9883,371082.9105
26670,415665.8229,409673.678,416549.3992,416641.4492,440970.3754,429140.2974,371091.846
26700,415665.9291,409688.3956,416554.5599,416560.6459,440910.7579,429223.5298,371100.9897
26730,415666.0159,409703.124,416559.6983,416479.8167,440851.0165,429306.6851,371110.3418
26760,415666.0831,409717.8634,416564.8142,416398.962,440791.1515,429389.7632,371119.9022
26790,415666.131,409732.6136,416569.9078,416318.0822,440731.1631,429472.7636,371129.6708
26820,415666.1594,409747.3746,416574.979,416237.1775,440671.0516,429555.6861,371139.6476
26850,415666.1684,409762.1464,416580.0278,416156.2484,440610.8172,429638.5304,371149.8326
26880,415666.158,409776.9288,416585.0542,416075.2953,440550.4601,429721.296,371160.2258
26910,415666.1282,409791.7218,416590.0582,415994.3184,440489.9805,429803.9829,371170.827
26940,415666.0791,409806.5255,416595.0398,415913.3181,440429.3788,429886.5905,371181.6362
26970,415666.0106,409821.3397,416599.999,415832.2949,440368.655,429969.1187,371192.6535
27000,415665.9228,409836.1643,416604.9358,415751.2491,440307.8095,430051.567,371203.8787
27030,415665.8157,409850.9995,416609.8501,415670.181,440246.8425,430133.9353,371215.3118
27060,415665.6893,409865.845,416614.742,415589.091,440185.7543,430216.2232,371226.9528
27090,415665.5436,409880.7008,416619.6115,415507.9795,440124.545,430298.4303,371238.8015
27120,415665.3786,409895.5669,416624.4585,415426.8468,440063.2149,430380.5565,371250.858
27150,415665.1944,409910.4433,416629.2831,415345.6933,440001.7643,430462.6013,371263.1222
27180,415664.9909,409925.3298,416634.0852,415264.5194,439940.1933,430544.5645,371275.5941
27210,415664.7682,409940.2265,416638.8649,415183.3254,439878.5023,430626.4458,371288.2735
27240,415664.5264,409955.1332,416643.6221,415102.1117,439816.6914,430708.2449,371301.1605
27270,415664.2653,409970.05,416648.3568,415020.8787,439754.7609,430789.9614,371314.2549
27300,415663.9851,409984.9768,416653.0691,414939.6267,439692.7111,430871.5951,371327.5568
27330,415663.6857,409999.9135,416657.7589,414858.3561,439630.5421,430953.1456,371341.066
27360,415663.3672,410014.86,416662.4262,414777.0672,439568.2543,431034.6128,371354.7825
27390,415663.0296,410029.8164,416667.071,414695.7605,439505.8478,431115.9961,371368.7063
27420,415662.6728,410044.7826,416671.6933,414614.4363,439443.323,431197.2955,371382.8371
27450,415662.297,410059.7585,416676.2931,414533.095,439380.68,431278.5105,371397.1751
27480,415661.9022,410074.7441,416680.8704,414451.7369,439317.9191,431359.6408,371411.7202
27510,415661.4882,410089.7393,416685.4253,414370.3625,439255.0405,431440.6863,371426.4721
27540,415661.0553,410104.7441,416689.9576,414288.972,439192.0446,431521.6465,371441.431
27570,415660.6033,410119.7584,416694.4674,414207.5659,439128.9315,431602.5211,371456.5967
27600,415660.1324,410134.7822,416698.9546,414126.1444,439065.7014,431683.3099,371471.9692
27630,415659.6424,410149.8154,416703.4194,414044.7081,439002.3547,431764.0126,371487.5483
27660,415659.1335,410164.858,416707.8616,413963.2572,438938.8916,431844.6289,371503.334
27690,415658.6057,410179.9099,416712.2813,413881.7922,438875.3123,431925.1584,371519.3263
27720,415658.0589,410194.971,416716.6785,413800.3134,438811.617,432005.6009,371535.525
27750,415657.4932,410210.0414,416721.0531,413718.8211,438747.8061,432085.9561,371551.93
27780,415656.9087,410225.1209,416725.4052,413637.3158,438683.8798,432166.2237,371568.5414
27810,415656.3052,410240.2096,416729.7347,413555.7978,438619.8382,432246.4034,371585.3589
27840,415655.6829,410255.3073,416734.0418,413474.2675,438555.6818,432326.4949,371602.3826
27870,415655.0418,410270.414,416738.3262,413392.7253,438491.4107,432406.4979,371619.6124
27900,415654.3819,410285.5297,416742.5881,413311.1715,438427.0251,432486.4122,371637.048
27930,415653.7031,410300.6543,416746.8274,413229.6065,438362.5254,432566.2373,371654.6896
27960,415653.0056,410315.7877,416751.0442,413148.0307,438297.9118,432645.9731,371672.5369
27990,415652.2894,410330.93,416755.2385,413066.4445,438233.1845,432725.6192,371690.59
28020,415651.5543,410346.0809,416759.4101,412984.8481,438168.3438,432805.1753,371708.8486
28050,415650.8006,410361.2406,416763.5592,412903.2421,438103.3899,432884.6413,371727.3127
28080,415650.0282,410376.409,416767.6857,412821.6268,438038.3232,432964.0166,371745.9823
28110,415649.237,410391.5859,416771.7897,412740.0026,437973.1438,433043.3012,371764.8572
28140,415648.4272,410406.7714,416775.8711,412658.3698,437907.852,433122.4947,371783.9373
28170,415647.5988,410421.9653,416779.9299,412576.7287,437842.4481,433201.5967,371803.2226
28200,415646.7517,410437.1678,416783.9661,412495.0799,437776.9323,433280.6071,371822.7129
28230,415645.886,410452.3786,416787.9798,412413.4236,437711.3049,433359.5255,371842.4081
28260,415645.0018,410467.5977,416791.9708,412331.7603,437645.5661,433438.3516,371862.3082
28290,415644.0989,410482.8251,416795.9393,412250.0903,437579.7162,433517.0852,371882.413
28320,415643.1775,410498.0607,416799.8852,412168.414,437513.7555,433595.7259,371902.7224
28350,415642.2376,410513.3046,416803.8085,412086.7317,437447.6843,433674.2735,371923.2364
28380,415641.2792,410528.5565,416807.7093,412005.044,437381.5027,433752.7277,371943.9548
28410,415640.3022,410543.8166,416811.5874,411923.351,437315.211,433831.0882,371964.8775
28440,415639.3068,410559.0846,416815.443,411841.6532,437248.8096,433909.3548,371986.0045
28470,415638.293,410574.3606,416819.2759,411759.951,437182.2986,433987.527,372007.3355
28500,415637.2607,410589.6446,416823.0863,411678.2448,437115.6784,434065.6048,372028.8705
28530,415636.21,410604.9364,416826.874,411596.5349,437048.9491,434143.5877,372050.6094
28560,415635.1409,410620.236,416830.6392,411514.8218,436982.1112,434221.4754,372072.5521
28590,415634.0534,410635.5434,416834.3818,411433.1057,436915.1647,434299.2678,372094.6984
28620,415632.9476,410650.8585,416838.1018,411351.3871,436848.11,434376.9646,372117.0482
28650,415631.8235,410666.1812,416841.7992,411269.6664,436780.9474,434454.5653,372139.6015
28680,415630.681,410681.5116,416845.4739,411187.944,436713.6771,434532.0699,372162.3581
28710,415629.5203,410696.8495,416849.1261,411106.2201,436646.2994,434609.4779,372185.3179
28740,415628.3412,410712.1949,416852.7557,411024.4953,436578.8146,434686.7891,372208.4807
28770,415627.144,410727.5477,416856.3627,410942.7698,436511.2228,434764.0032,372231.8465
28800,415625.9285,410742.908,416859.9471,410861.0441,436443.5245,434841.12,372255.4151
28830,415624.6948,410758.2756,416863.5089,410779.3185,436375.7198,434918.1392,372279.1864
28860,415623.4429,410773.6504,416867.0481,410697.5935,436307.8091,434995.0604,372303.1603
28890,415622.1728,410789.0325,416870.5647,410615.8694,436239.7926,435071.8835,372327.3366
28920,415620.8846,410804.4218,416874.0587,410534.1466,436171.6705,435148.6081,372351.7152
28950,415619.5783,410819.8182,416877.5301,410452.4254,436103.4431,435225.234,372376.296
28980,415618.2539,410835.2217,416880.9789,410370.7064,436035.1108,435301.7608,372401.0789
29010,415616.9113,410850.6322,416884.4051,410288.9897,435966.6738,435378.1884,372426.0637
29040,415615.5508,410866.0497,416887.8087,410207.2759,435898.1323,435454.5163,372451.2504
29070,415614.1722,410881.4741,416891.1897,410125.5653,435829.4867,435530.7445,372476.6386
29100,415612.7755,410896.9054,416894.5481,410043.8583,435760.7371,435606.8725,372502.2284
29130,415611.3609,410912.3435,416897.8839,409962.1553,435691.884,435682.9002,372528.0196
29160,415609.9283,410927.7883,416901.1971,409880.4566,435622.9275,435758.8272,372554.0121
29190,415608.4778,410943.2399,416904.4878,409798.7627,435553.8679,435834.6532,372580.2057
29220,415607.0093,410958.6981,416907.7558,409717.0739,435484.7055,435910.3781,372606.6002
29250,415605.5229,410974.1629,416911.0013,409635.3907,435415.4406,435986.0015,372633.1956
29280,415604.0186,410989.6342,416914.2241,409553.7133,435346.0735,436061.5231,372659.9917
29310,415602.4965,411005.1121,416917.4244,409472.0422,435276.6044,436136.9427,372686.9883
29340,415600.9565,411020.5964,416920.6021,409390.3778,435207.0336,436212.2601,372714.1853
29370,415599.3987,411036.087,416923.7572,409308.7205,435137.3614,436287.4749,372741.5826
29400,415597.8231,411051.584,416926.8897,409227.0706,435067.5881,436362.5868,372769.18
29430,415596.2297,411067.0873,416929.9996,409145.4286,434997.7139,436437.5957,372796.9774
29460,415594.6186,411082.5968,416933.087,409063.7947,434927.7391,436512.5012,372824.9746
29490,415592.9897,411098.1125,416936.1518,408982.1695,434857.6641,436587.3031,372853.1715
29520,415591.3431,411113.6343,416939.194,408900.5533,434787.4891,436662.0011,372881.5678
29550,415589.6789,411129.1622,416942.2136,408818.9464,434717.2143,436736.5949,372910.1636
29580,415587.997,411144.6961,416945.2107,408737.3493,434646.8401,436811.0843,372938.9585
29610,415586.2974,411160.236,416948.1852,408655.7624,434576.3667,436885.469,372967.9525
29640,415584.5802,411175.7817,416951.1371,408574.186,434505.7945,436959.7487,372997.1454
29670,415582.8455,411191.3333,416954.0665,408492.6206,434435.1237,437033.9233,373026.537
29700,415581.0931,411206.8907,416956.9733,408411.0665,434364.3545,437107.9923,373056.1272
29730,415579.3232,411222.4539,416959.8576,408329.5241,434293.4873,437181.9556,373085.9158
29760,415577.5358,411238.0227,416962.7193,408247.9937,434222.5224,437255.8129,373115.9027
29790,415575.7309,411253.5972,416965.5584,408166.4759,434151.4601,437329.5639,373146.0877
29820,415573.9085,411269.1773,416968.375,408084.971,434080.3006,437403.2084,373176.4706
29850,415572.0687,411284.7629,416971.1691,408003.4793,434009.0441,437476.7461,373207.0513
29880,415570.2114,411300.354,416973.9406,407922.0013,433937.6911,437550.1767,373237.8295
29910,415568.3367,411315.9505,416976.6896,407840.5373,433866.2418,437623.5,373268.8052
29940,415566.4447,411331.5524,416979.416,407759.0878,433794.6965,437696.7157,373299.9782
29970,415564.5352,411347.1596,416982.1199,407677.6531,433723.0555,437769.8236,373331.3483
30000,415562.6085,411362.7721,416984.8013,407596.2336,433651.319,437842.8234,373362.9153
30030,415560.6644,411378.3898,416987.4602,407514.8297,433579.4874,437915.7149,373394.6791
30060,415558.703,411394.0126,416990.0965,407433.4419,433507.5609,437988.4977,373426.6394
